Temperature,Humidity%,Rainfall
13,64,Moderate
25,52.8,Moderate
12,55,No Rain
23,52.3,Low
18,49.5,Moderate
19,46.8,Moderate
18,46.7,Low
13,46.8,Low
32,51.5,Low
28,55.4,Moderate
18,70.2,Moderate
19,57.5,Low
21,55.4,No Rain
19,54,No Rain
18,52.6,Low
23,57.5,No Rain
34,80.2,No Rain
30,84.3,No Rain
27,90.8,No Rain
26,90.8,No Rain
19,76.9,No Rain
30,64.8,Low
30,74.4,Low
32,97,Low
33,84.2,Low
30,78.6,Moderate
25,74.6,Low
30,92.9,Low
30,94.1,Low
33,75.5,No Rain
16,68.8,No Rain
14,65,No Rain
29,65.6,No Rain
14,70.8,Low
15,79.4,Moderate
21,77.5,Low
18,70.9,No Rain
14,71,Low
20,72,No Rain
26,86.6,Low
28,72.2,Low
26,79.2,No Rain
34,77.2,Moderate
28,77.7,Low
30,85.1,Low
24,77.5,Low
24,71.7,Low
21,70.9,Low
15,63.5,Low
19,63.5,Low
18,57.3,Low
31,69,Moderate
31,77.5,Low
23,73.9,No Rain
14,77.7,Low
29,74.5,No Rain
19,77.5,Low
27,77.3,Low
30,83.8,No Rain
17,84.2,No Rain
34,77.2,No Rain
30,76.8,Low
24,80.6,Low
25,79.5,Low
28,70.6,No Rain
26,58.1,No Rain
30,69.7,Low
33,63.1,No Rain
34,55.4,Moderate
23,57.7,Moderate
23,67.6,Moderate
18,55.2,Moderate
25,51.5,Moderate
12,50.4,No Rain
31,48.7,Low
24,45,Moderate
21,42.3,Moderate
12,38.4,Low
16,36.8,Low
34,40.6,Low
23,50.8,Moderate
29,65.9,Moderate
21,49.2,Moderate
18,50.3,No Rain
33,51.3,No Rain
20,48.2,Low
27,52,No Rain
29,82.6,No Rain
33,79.1,No Rain
31,93.2,No Rain
31,96,No Rain
18,76.9,No Rain
34,66.9,Moderate
24,77.8,No Rain
32,98.5,Low
24,83.8,Low
23,84.3,Low
30,77.5,Low
30,98.5,Low
34,98.2,No Rain
30,91.2,No Rain
21,82.7,No Rain
17,70.9,No Rain
31,70.6,No Rain
13,71.8,Moderate
19,84.3,Moderate
14,77.5,Moderate
19,71,No Rain
13,71.1,Low
16,71.2,No Rain
29,86.3,No Rain
14,71.4,No Rain
25,77.5,No Rain
23,77.5,Moderate
24,77.7,Moderate
23,90.8,Low
32,73.2,Low
13,73.2,Low
16,83.1,Low
16,63.3,Low
13,64.1,Low
12,55.8,Low
27,71.4,Moderate
23,78.1,Low
23,80.2,No Rain
20,83.9,Low
32,90.3,No Rain
16,84.3,Low
18,77.5,No Rain
16,86.3,No Rain
17,84.3,No Rain
28,77.3,No Rain
23,79.9,Low
31,77.7,Low
26,79.1,No Rain
26,69,Low
30,56.3,No Rain
33,67.3,Low
34,68.2,No Rain
33,53.1,Moderate
32,59.7,Moderate
29,72.8,Moderate
12,60.7,Moderate
26,59,Moderate
16,57.2,No Rain
31,56.4,Low
18,52.2,High
16,50.4,Moderate
15,47.4,Low
19,45.7,Low
34,49.3,Low
24,58.7,Moderate
16,74.4,Moderate
34,54.7,Moderate
17,59,No Rain
23,56.1,No Rain
17,53.3,Moderate
25,57.6,No Rain
25,85,No Rain
27,88.4,No Rain
26,90.6,No Rain
23,91.8,No Rain
15,75,No Rain
29,68.3,Moderate
27,75.6,Low
25,99,Moderate
26,91.2,Moderate
25,84.3,Moderate
24,77.5,Low
33,97.3,Low
32,98.1,No Rain
24,86.2,No Rain
13,85.8,No Rain
16,76.9,No Rain
28,76.6,No Rain
12,81,Moderate
15,89.4,Moderate
12,84.5,High
18,77.9,Moderate
13,76.3,Low
15,82.9,Low
25,93.6,Low
26,79.3,Low
30,91.8,Low
30,85.8,Moderate
27,89.1,Moderate
25,96.2,Low
31,86.5,Low
19,82.4,No Rain
19,83.7,Low
16,54.1,Low
18,66.1,Low
17,53.4,Low
25,78.8,Low
23,91.8,Low
29,91.8,Low
30,95.3,Low
30,96,No Rain
26,92.5,Low
34,85.8,Low
28,93.4,No Rain
27,94.4,No Rain
25,86.6,No Rain
33,84.6,Low
23,75.3,Low
30,79.7,Low
21,74.5,No Rain
31,55.4,No Rain
29,70.3,No Rain
25,65.1,No Rain
34,53.3,Moderate
24,49.9,Moderate
32,69.3,Moderate
25,59.1,Moderate
33,55.5,Low
12,55.6,No Rain
24,56.2,Low
29,50.1,Moderate
14,49.3,Moderate
13,46.6,Low
20,43,Low
29,46.4,Low
31,58.9,Moderate
33,74.2,Moderate
13,55.8,Low
20,55.8,No Rain
16,53.4,No Rain
14,41,No Rain
27,49.6,No Rain
25,93.7,No Rain
32,96.6,Low
28,95.3,No Rain
32,78.3,No Rain
16,91.5,No Rain
33,62,Low
31,81.7,Low
29,98.5,Moderate
30,83.8,Low
30,98.9,Moderate
23,87.8,Low
24,98.5,Low
25,84.5,Low
29,97.5,No Rain
21,89.8,No Rain
18,70.3,No Rain
18,64.7,No Rain
18,72.2,Low
20,83.5,Moderate
23,75.2,Moderate
13,70.8,Low
14,66.8,Low
20,64.2,Low
27,98.9,Low
28,81.3,Low
33,95.6,Low
26,86,Moderate
33,76.2,Low
26,98.2,Low
27,74.9,Low
23,87.2,No Rain
16,92.4,No Rain
20,59.2,Low
15,63.5,No Rain
17,59.8,Low
28,71.4,Low
34,80.8,Low
24,87,Low
32,84.5,Moderate
33,86.6,Low
29,91.1,No Rain
25,74.8,No Rain
31,86.5,No Rain
29,84.7,No Rain
33,77.1,No Rain
32,73.8,Low
31,76.8,Low
29,77,Low
17,63.7,No Rain
18,50.9,No Rain
29,66.9,No Rain
14,61.2,No Rain
24,54,Moderate
30,52.2,Moderate
23,60.6,Moderate
34,54.1,Moderate
33,57,Low
32,57,No Rain
16,59.4,Moderate
16,52.4,Moderate
18,47.9,Moderate
12,45.9,Low
16,45.3,No Rain
33,47.5,Low
30,58.5,High
32,73,Moderate
21,59,Low
14,54.1,No Rain
21,53.7,No Rain
20,52.1,No Rain
34,58.9,No Rain
24,83.6,No Rain
26,84.9,Low
28,94.2,No Rain
34,94.2,No Rain
13,75.3,No Rain
28,67.1,Low
34,73.2,No Rain
24,97,Moderate
27,80.9,Low
21,78.7,Moderate
29,72.8,Low
24,95.8,No Rain
34,91.5,Low
26,71.8,Low
12,72.3,No Rain
20,64.9,No Rain
12,65.6,No Rain
19,70.4,Low
18,75,Moderate
34,74.8,Moderate
13,69.8,Low
20,66.3,Low
16,66.5,Moderate
27,81,Low
17,67.5,Low
32,78.1,Low
25,71.5,Moderate
23,74.6,Low
30,89.7,Low
12,79.1,Low
32,70.2,No Rain
33,73.3,Low
20,59.2,Low
14,63.1,No Rain
15,63.3,Low
25,67.7,Low
29,81.2,Low
30,81.4,Low
33,83.5,Moderate
34,88.3,Low
34,79,No Rain
30,73.8,No Rain
27,86.5,No Rain
29,84.3,No Rain
34,76,No Rain
29,70.5,Low
27,70.5,Low
30,74.5,Low
12,63.1,No Rain
34,47.7,No Rain
31,65.3,No Rain
18,59.1,No Rain
32,49.2,Moderate
24,50.5,Moderate
33,58.9,Moderate
24,53.3,Moderate
26,54.1,Low
26,54.6,No Rain
16,57.2,Low
15,49.9,Moderate
17,49,Moderate
14,45.2,Low
17,42.8,No Rain
30,45.8,Low
23,57.4,High
29,69.4,Moderate
17,57,Low
19,55.6,No Rain
17,51.9,No Rain
15,50.7,No Rain
24,55.7,No Rain
31,90.9,No Rain
23,90.7,No Rain
24,92.7,No Rain
34,91.8,No Rain
18,72.5,No Rain
34,64.9,Moderate
27,72.5,No Rain
33,93.3,Low
29,77.2,Low
20,78,Low
33,71.7,Low
27,95.4,No Rain
31,91.2,Low
32,71.7,Low
16,68,No Rain
17,66.2,No Rain
20,63.4,No Rain
14,69.2,Low
14,74.6,High
17,72.7,Moderate
21,65.1,Low
15,62.6,Low
17,60.6,Low
25,80.7,Low
13,67,Low
30,78.4,Low
34,71.5,Low
30,74.6,Low
31,87,Moderate
12,74.3,Low
30,66.6,No Rain
27,73.4,Low
18,55.2,Low
21,62.3,No Rain
13,58.3,Low
27,69,Low
26,76.9,Low
24,76.3,Low
31,81.4,Low
31,85.2,Low
31,78.5,Low
34,70.8,No Rain
31,85.4,No Rain
25,82.7,No Rain
30,74.1,No Rain
33,82.5,Low
26,83.3,No Rain
24,83.4,Moderate
14,73,No Rain
27,53.1,No Rain
28,64.4,No Rain
21,59.9,No Rain
28,49.7,Moderate
32,50,Moderate
33,57.8,Moderate
33,52.4,Moderate
32,57.4,Low
29,51.7,No Rain
25,50.7,Low
21,55.7,Moderate
17,50.7,Moderate
13,46.5,Low
20,38.8,Low
34,43.1,Low
19,52.1,Moderate
27,68.5,Moderate
18,47.9,Low
19,54.9,No Rain
14,48.8,No Rain
19,48.2,No Rain
28,53.2,No Rain
23,80.3,No Rain
27,89.2,Low
33,84.1,No Rain
28,87.8,No Rain
21,81.1,No Rain
24,60.7,Moderate
33,83.5,Low
30,91.3,Low
28,86.7,Low
24,90.2,Low
32,87.4,Low
33,90.8,Low
31,89.1,Low
29,84.8,Low
15,79.8,No Rain
16,63.7,No Rain
12,63.7,Low
19,66.2,Low
13,73.6,High
27,78.4,Moderate
12,62.1,Low
17,60.9,Low
13,57.7,Low
23,84,Low
29,77.1,Low
30,90.5,Low
26,83.1,Low
25,81.9,Low
34,84.7,Low
30,63.4,Low
34,63.9,Low
23,65.3,No Rain
21,57.6,Low
18,53,No Rain
34,57.1,Low
31,66,Moderate
34,84.9,Low
24,88.7,Low
32,93.3,Moderate
32,92.1,No Rain
24,88.2,Low
27,78.4,No Rain
29,82.7,Low
33,93,No Rain
24,84.7,No Rain
33,86.7,No Rain
31,90.5,Low
31,77.8,Moderate
31,78.2,No Rain
19,48.9,Low
25,66.6,No Rain
21,59,No Rain
24,46.6,Moderate
24,48.3,Low
24,61.1,Moderate
32,51.4,Moderate
34,44.9,Low
15,58.5,No Rain
24,47.2,Low
16,48.3,Moderate
26,46.6,Moderate
14,40.8,Low
15,40.3,Low
19,38.3,Low
29,52.9,Moderate
27,86.9,Low
21,53.4,Low
29,56.5,No Rain
14,51.2,No Rain
19,48.3,No Rain
32,57.5,Low
24,90.1,Low
25,97,Low
33,85.8,No Rain
26,86.6,No Rain
16,90,No Rain
30,71.9,Low
33,93.5,Low
30,90.4,No Rain
31,90.3,Low
33,78.2,Low
31,94.9,No Rain
29,87,No Rain
30,90.4,No Rain
26,94.9,No Rain
21,87.6,No Rain
17,80.1,No Rain
12,70,No Rain
31,74.8,Moderate
29,83.3,Moderate
32,90.4,Moderate
15,71.9,Low
12,70,Low
19,70,Moderate
27,86.2,Low
32,82,Low
21,74.4,Low
26,72.6,No Rain
24,75.8,Low
16,84.4,Low
12,65.9,Low
12,67.4,Moderate
16,64.1,No Rain
20,55.7,Low
16,55.4,No Rain
13,64.3,Low
33,70.3,Low
30,74.4,Low
27,79,Low
34,88.3,Moderate
25,97,No Rain
27,95.8,Low
31,88.1,No Rain
34,78.5,Low
23,78.8,No Rain
14,92.8,No Rain
32,65.1,Low
27,68.2,No Rain
28,65.6,Moderate
30,57,No Rain
14,47.2,No Rain
29,59.7,No Rain
15,54.4,No Rain
33,46,Moderate
31,47.6,Low
31,53.7,Moderate
31,55.9,Moderate
27,57.1,Low
14,57.1,Low
24,54.2,Low
18,50.6,Moderate
28,53.3,Moderate
18,44.4,Low
19,42.4,Low
32,42.3,Moderate
14,54.7,Moderate
32,73.4,Moderate
17,56,Low
19,57.6,No Rain
21,57.9,No Rain
18,56.3,No Rain
23,57.9,Low
28,90.1,Low
23,76.9,No Rain
29,85.8,No Rain
24,86.6,No Rain
24,73.6,No Rain
30,68.6,Moderate
34,74.2,Low
27,90.4,No Rain
32,78.4,Low
30,78.2,Moderate
31,77.1,No Rain
30,87,No Rain
32,90.4,No Rain
34,77.1,No Rain
18,71.1,Low
14,70.1,No Rain
17,70.9,No Rain
33,71.2,Moderate
33,76.9,Moderate
13,77.5,Moderate
14,66.3,Low
20,67.5,Low
18,66.2,Low
27,86.2,Low
33,72,Low
14,74.3,No Rain
28,74.2,No Rain
31,78.2,Low
20,82.3,Low
21,66.7,Low
20,66.2,Low
14,63.3,Low
26,55.4,Low
16,57.5,No Rain
13,63.5,Low
25,71,Low
23,75.6,Low
33,76.2,Low
34,81.6,Moderate
25,79.3,Low
27,83.4,Low
28,72,No Rain
24,78.5,Low
12,78.8,No Rain
14,73.6,No Rain
27,67.2,Low
28,71.6,Low
29,72.6,Moderate
31,62.2,Low
23,47.5,No Rain
27,61.6,No Rain
17,55,No Rain
23,46.7,Moderate
33,45.1,Low
24,57.7,Low
33,50.6,Moderate
25,50.8,Low
23,53.7,Low
34,51.1,Low
19,50.3,High
24,45.1,Moderate
18,43.7,Low
21,38.6,Low
34,41.4,Low
27,53.8,Moderate
32,65.8,Low
32,53.1,Low
19,55.7,No Rain
20,55.2,No Rain
17,50.8,No Rain
30,57.7,No Rain
27,90.9,Low
24,83,Low
23,80.6,No Rain
34,93.7,No Rain
27,73,No Rain
32,65.6,Low
29,75.8,Low
28,93.5,Low
27,83.9,Low
25,81.6,Low
30,81,Low
31,96.2,No Rain
25,93.3,No Rain
30,79.4,No Rain
12,72.2,No Rain
19,63.1,No Rain
17,63,Low
17,62.8,Low
29,68.1,Moderate
34,75,Moderate
16,68.1,Low
17,59.9,Low
16,57.9,Low
34,92.3,Low
28,69.8,Low
29,83.3,Low
26,72,Low
34,75.2,Low
34,85.6,Moderate
14,60.1,Low
18,61,Low
14,63.7,Low
16,50.8,Low
21,48,Low
34,57.9,Low
31,62.5,Low
30,78.2,Low
26,80.5,Low
23,80.6,Moderate
29,82.8,Low
32,79.5,No Rain
28,70.5,No Rain
23,80.5,Low
28,79.9,Low
33,76,No Rain
33,72.4,Low
32,75.2,Low
23,78.9,Moderate
29,62.8,Low
32,46.4,Low
26,62.2,No Rain
30,52.7,No Rain
31,44.1,Moderate
34,45,Low
30,54.3,Moderate
32,47.2,Moderate
27,49.9,Moderate
27,52.7,Low
15,49.5,Low
16,49.4,High
25,43.4,Moderate
24,42.4,Low
16,38.8,No Rain
28,41.6,Moderate
24,49.9,Moderate
31,62.4,Moderate
30,51.2,Low
28,54.3,No Rain
13,51.1,Low
12,47.7,No Rain
34,55.5,Low
30,86.7,Low
26,83.5,Low
23,86.7,No Rain
32,88.5,No Rain
27,82.1,No Rain
27,67.3,Low
27,76.7,Low
25,87.3,Low
23,90.1,Low
16,87.8,Low
26,86,Low
32,96.4,Low
28,95.3,Low
25,84,Low
15,80.6,No Rain
31,77,Low
18,77.2,No Rain
34,77.8,Low
32,82.2,High
29,83.5,Moderate
16,77.9,Low
13,75.3,Low
16,67.4,Low
25,95.2,Low
26,78,Low
27,82,Low
24,75.5,Low
33,71.5,Low
32,79.6,Low
24,60.3,Moderate
23,60.6,No Rain
30,64.5,No Rain
21,46.9,Low
26,47.7,No Rain
18,52.2,Moderate
25,59,Low
24,69.1,Moderate
23,72.6,No Rain
32,77.4,Low
30,84.8,No Rain
23,80.4,Low
33,75.6,Low
32,84.5,No Rain
32,83.5,No Rain
23,77.5,No Rain
33,71.4,Low
30,72.5,Low
31,73.3,No Rain
19,66.3,No Rain
16,58.3,Low
30,61.2,No Rain
18,61.3,No Rain
29,52.7,Moderate
25,57.9,Moderate
31,59.3,Moderate
13,62.7,Moderate
29,54.7,Moderate
15,58.3,No Rain
33,55.6,Low
27,50.3,High
15,49.4,Moderate
17,45.8,Low
15,39.1,Low
30,42.6,Low
28,52.7,Moderate
20,70.7,Moderate
14,54.2,Moderate
30,56.5,No Rain
18,54.2,No Rain
14,54,Low
25,64.2,No Rain
29,79.8,No Rain
24,81.7,No Rain
25,87,No Rain
26,89.6,No Rain
13,74.2,No Rain
32,66.6,Low
30,74.4,Moderate
29,89.3,No Rain
26,82.2,Low
25,71.8,Moderate
28,69.3,Low
30,91.6,Low
28,87.9,Low
25,78.7,No Rain
17,70,No Rain
16,65.9,No Rain
34,64.9,No Rain
14,69.1,Moderate
21,77.7,High
13,74.6,Low
21,69.6,Low
17,65.7,Low
21,69.3,No Rain
26,83.3,Low
27,69.2,Low
17,76.9,No Rain
33,75.3,Low
31,77.5,Moderate
25,87.3,Low
30,72.1,Moderate
28,67.3,Low
13,70.6,No Rain
14,59.6,Low
17,61.7,No Rain
14,56.1,Moderate
32,66.9,Moderate
30,75.5,Low
25,74.9,No Rain
25,83.6,Low
32,87.3,No Rain
17,77.7,Low
27,72.9,No Rain
26,78.6,No Rain
21,79.4,No Rain
29,74.2,No Rain
24,73.2,No Rain
31,76.6,High
27,76.2,No Rain
25,73.3,No Rain
18,63.1,No Rain
24,63.4,No Rain
20,58.7,No Rain
30,50.3,Moderate
24,58.4,Moderate
26,59.8,Moderate
15,55.7,Moderate
24,56.5,Moderate
15,56.5,No Rain
29,57.6,No Rain
19,50.9,Moderate
15,50.4,Moderate
19,45.2,Low
14,48.3,Low
16,42.7,Low
27,52,Moderate
13,76.7,Moderate
16,66.7,Moderate
14,62.5,No Rain
19,57.9,No Rain
20,57.4,No Rain
31,61.8,Low
23,84.4,No Rain
31,80.4,No Rain
29,76.7,No Rain
23,79.3,No Rain
17,71.7,No Rain
16,62.3,Moderate
26,76.9,Low
29,90.1,No Rain
24,83.5,No Rain
34,63.8,Moderate
33,60.4,Low
24,90.8,No Rain
31,90.2,Low
25,65.2,No Rain
14,61.1,No Rain
12,70.9,No Rain
21,58.4,Low
25,71.7,Low
19,67,Moderate
13,76.9,Low
19,67.6,Low
20,70.9,Low
14,66,Low
31,70.1,Low
30,78.6,No Rain
14,79.1,No Rain
13,73,Low
32,82.7,Low
26,72.1,Low
16,71,Low
27,69.9,Low
12,70.9,No Rain
14,59.1,Low
16,58.9,No Rain
30,62.8,Low
30,74.4,Low
26,74.9,No Rain
28,62.1,No Rain
28,62.6,No Rain
24,67.9,No Rain
25,59.2,No Rain
31,70.7,Low
14,70.6,No Rain
14,62.1,No Rain
30,58.9,No Rain
25,86.6,Low
29,87.4,Moderate
33,87.8,No Rain
27,82.9,No Rain
14,55,No Rain
26,59,No Rain
19,63.1,No Rain
34,48,Moderate
33,54.1,Moderate
20,64.9,Low
14,54.5,Moderate
20,56.8,Moderate
20,53.1,No Rain
14,61.3,Low
24,53.1,High
13,48.6,Moderate
12,44.6,Low
15,39.7,No Rain
30,40.9,Low
24,49.7,Moderate
16,86.9,Low
14,77.4,Low
15,63.1,No Rain
17,56.8,No Rain
21,51.7,No Rain
32,60.8,No Rain
27,99.1,No Rain
27,80.5,No Rain
31,94.4,No Rain
24,83.5,No Rain
14,92.6,No Rain
29,64.7,Low
25,77.9,Moderate
29,93.6,No Rain
28,79.5,No Rain
15,81.6,Moderate
24,88.6,No Rain
28,84.9,No Rain
29,91.3,No Rain
33,93,No Rain
12,79.1,No Rain
15,82.9,No Rain
19,75.2,Low
12,82.5,Low
18,65,Moderate
17,83.8,Low
21,71,Low
20,80.1,Low
18,64.4,No Rain
24,85.9,Low
31,99.4,No Rain
21,91.7,Low
19,92.1,No Rain
24,93.9,Moderate
20,83.6,Moderate
16,74.8,Moderate
13,77.6,Low
16,83.8,Low
16,64,Low
21,62.6,Low
28,66.8,Moderate
28,89.5,Moderate
29,90.9,Low
24,94.3,Low
30,95.7,Low
27,94.5,No Rain
14,95.8,Low
29,92.1,No Rain
19,86.9,No Rain
29,95.7,No Rain
20,91.3,No Rain
34,73,Low
32,73.9,Moderate
27,76.9,Low
34,71.8,No Rain
32,57.7,No Rain
26,63.9,No Rain
28,62.7,Low
26,51.6,Moderate
30,63.1,Moderate
27,63.5,Moderate
29,58.9,Moderate
33,62.7,Moderate
18,56.6,No Rain
33,56.4,Low
16,56,Moderate
12,54.6,Moderate
19,51,Low
18,55.4,Low
31,47.5,Low
26,53.2,Moderate
23,74.6,Moderate
20,63.2,Moderate
21,62.5,No Rain
17,57.9,No Rain
29,56.7,Low
26,64.5,Low
28,83.7,No Rain
28,79.7,No Rain
33,83.7,No Rain
33,83.5,No Rain
21,74.9,No Rain
26,65,Moderate
31,76.9,Low
30,85.2,No Rain
24,79.8,No Rain
26,76.9,Low
28,73.8,Low
24,85.9,No Rain
34,84.7,Low
26,77.7,No Rain
12,73.8,No Rain
16,70.9,No Rain
28,65.4,Moderate
28,70.2,Low
14,76.9,Moderate
12,74.2,Low
17,70.6,Low
13,66.7,Low
15,70.6,No Rain
33,91.4,Low
28,77.5,No Rain
13,76.9,Low
15,73.5,Low
32,80.1,Low
33,84.3,Low
21,66,Moderate
27,70.6,No Rain
14,70.8,No Rain
18,63.1,Low
20,63.1,Low
30,64.6,Moderate
33,74.4,Low
26,74.6,Moderate
25,76.9,Low
28,78.9,Low
32,84,Low
20,76.9,Low
26,76.9,Low
21,83.8,No Rain
25,78.7,No Rain
28,77,No Rain
27,74.8,Low
30,78.2,Moderate
27,78.1,No Rain
12,71.4,No Rain
12,54.5,No Rain
26,57.2,No Rain
30,61.9,No Rain
33,51.8,Moderate
25,56,Moderate
24,56.3,Moderate
31,55.5,Moderate
28,56.3,Moderate
26,53.8,No Rain
32,53.4,Low
23,48.3,High
13,44.9,Moderate
13,41.5,Low
21,38.4,No Rain
24,36.7,Moderate
23,52.2,Moderate
15,74.7,Low
21,55.1,Moderate
13,52.3,No Rain
20,47.1,No Rain
18,49.4,Low
27,59.6,No Rain
33,84.6,No Rain
28,70.3,No Rain
32,71.3,No Rain
31,93,Low
20,80.8,No Rain
33,70.1,Low
23,76.9,Low
33,84.2,No Rain
33,82.7,Low
18,64.4,Low
27,78.8,No Rain
33,85.3,Low
26,97.7,Low
32,87.1,No Rain
17,82.7,No Rain
20,67.5,Low
25,65.6,No Rain
12,70.5,Moderate
12,75.4,Moderate
13,75.9,Low
14,71.3,Low
32,61.8,Low
20,70.2,No Rain
27,87.8,No Rain
31,85.4,Low
20,75.7,No Rain
27,82.3,Low
33,79.3,Moderate
16,95.9,Low
30,68.3,Low
23,70.8,Low
15,72.2,Low
21,51.7,Low
28,57.1,No Rain
16,54,Moderate
24,63.6,Low
32,89.7,Low
28,86.3,Low
30,92.1,Low
34,93.5,No Rain
15,88,Low
13,81.6,No Rain
33,89.3,No Rain
20,90.9,No Rain
28,85.6,No Rain
34,71.8,Low
23,73,Moderate
28,75.5,Low
32,70.1,No Rain
31,56.4,No Rain
34,67.7,Low
19,66.6,Low
32,47.3,Moderate
25,52,Moderate
25,62,Moderate
31,58.1,Moderate
29,56.9,Moderate
18,56.6,Low
23,55.9,Low
15,53.6,Moderate
21,51.4,Moderate
13,50.6,Low
19,44.8,Low
28,45.1,Low
24,52.5,Moderate
34,75.8,Moderate
15,54.8,Low
21,57,No Rain
28,59.7,No Rain
33,55.7,No Rain
29,64.9,Low
28,81.8,Low
31,77.4,No Rain
31,83.1,No Rain
27,86.5,No Rain
32,76.5,No Rain
32,64.8,Low
32,75.4,Low
23,87.7,Low
26,80,Low
31,74,Low
24,72.8,Low
26,89.3,Low
30,87.1,Low
24,83.4,No Rain
19,75.3,No Rain
21,72,No Rain
21,67.8,Moderate
29,69.4,Low
27,83.4,High
20,78.5,Low
15,69.9,Low
17,67.1,Low
17,65.5,No Rain
29,92.2,Low
24,75.6,Low
24,84.2,Low
32,80.1,Low
31,82.9,Low
31,90.1,Moderate
26,68.2,Low
26,71.5,No Rain
16,69.6,No Rain
15,53.7,Low
18,53.5,No Rain
29,55,Low
30,71,Low
29,80.2,Low
25,79.7,Low
34,87,Low
34,88.1,No Rain
14,81.2,Low
27,77.7,No Rain
24,85.2,Low
34,82,No Rain
29,78.2,No Rain
34,73.9,No Rain
27,80.7,Moderate
33,81.1,Low
19,70.9,Low
13,52,No Rain
33,63.4,No Rain
21,61.4,Low
25,45.2,Moderate
29,55.1,Moderate
24,57.6,Moderate
29,48,Moderate
25,52.8,Low
20,47.6,No Rain
34,54.2,Low
14,47.2,Moderate
34,46.2,Moderate
19,44.1,Low
14,43.2,Low
20,40.8,Moderate
32,44.4,Moderate
29,67,Low
32,56.2,Low
15,55.7,No Rain
14,51.5,No Rain
24,54.2,Low
24,60.9,No Rain
26,83.1,No Rain
23,69.3,No Rain
24,75.1,Low
29,80,No Rain
12,62.1,Low
29,58.8,Low
30,65.3,Moderate
32,89.8,No Rain
28,83.4,Low
24,75.8,Moderate
25,74.7,Low
28,90.7,No Rain
24,82.9,No Rain
23,69.5,No Rain
15,64.6,No Rain
17,58.8,No Rain
28,59,Low
15,57.5,Low
13,65.6,Moderate
20,63.2,Low
31,56.7,Low
18,61.1,Low
32,61.2,Low
26,75.7,Low
34,65.8,Low
20,66.6,Low
34,72,Low
29,66.7,Moderate
23,80.2,Moderate
12,65.3,Low
20,57.8,No Rain
17,55.4,No Rain
15,53.4,Low
12,53.4,No Rain
24,59.7,Low
32,66.1,Low
34,60.1,Low
28,65.6,Low
25,74.2,Low
23,76.6,No Rain
23,67.8,Low
34,70.1,No Rain
29,73.7,No Rain
28,67.1,No Rain
23,68.3,No Rain
26,79.3,No Rain
28,86.4,Moderate
31,82.7,Low
20,79.6,Low
20,47.7,No Rain
33,73.6,Low
15,69.6,No Rain
23,38.8,Moderate
30,48.7,Moderate
34,51.1,Moderate
31,44.2,Moderate
32,50.4,Low
12,44.6,No Rain
23,48.5,Low
14,45.6,High
13,37.6,High
18,38.7,Low
16,33.9,Low
16,36.7,Moderate
26,41.8,Moderate
26,86.2,Moderate
27,55,Low
16,63.7,No Rain
32,63.6,No Rain
16,58.2,No Rain
32,65,No Rain
28,87.2,No Rain
25,89.1,No Rain
34,79.8,No Rain
27,92.1,No Rain
20,79.4,No Rain
27,69,Moderate
25,86,Moderate
33,92.7,No Rain
32,89.3,No Rain
32,87.1,Low
31,85.2,Low
27,90.8,No Rain
25,92,No Rain
23,74.4,No Rain
18,72.1,No Rain
17,76.4,No Rain
13,74.9,No Rain
15,73,Moderate
19,79.7,High
20,82.5,Moderate
14,76.6,Low
17,63.7,Low
13,69.6,No Rain
24,93.1,Low
29,73.7,Low
16,87.9,Low
20,79.7,Low
33,74.5,Low
33,81.3,Moderate
12,79.8,Low
15,78.1,Low
16,74.1,No Rain
14,60.4,Low
16,55.3,No Rain
15,68.7,Low
31,81.9,Low
30,75.2,Low
33,86.9,Low
25,88.1,Low
29,81.5,Low
12,82.2,Low
30,72,No Rain
34,79.3,No Rain
28,82,No Rain
34,80,No Rain
24,78.5,No Rain
24,91.6,Moderate
25,88,Low
23,77.2,No Rain
16,54.8,No Rain
26,69.8,Low
14,65.8,No Rain
24,50.1,Moderate
31,57.2,Moderate
31,68.1,Moderate
27,53.8,Moderate
28,53.3,Moderate
24,48,No Rain
31,48.5,Low
18,53.8,High
18,37.6,Moderate
13,38.7,Low
15,40.2,Low
16,47.6,Moderate
31,47.7,Moderate
33,87.2,Moderate
12,52.6,Moderate
15,59.9,No Rain
30,61.3,No Rain
21,51.3,No Rain
28,63.6,Low
27,99.1,No Rain
32,91.9,No Rain
29,93.6,No Rain
25,95.4,No Rain
12,88.4,No Rain
24,71.4,Low
26,84.8,Low
32,99.7,Low
29,92.8,Low
27,95.6,Low
32,80.7,Low
27,99.9,No Rain
29,99.7,No Rain
26,77.5,No Rain
16,75.8,No Rain
18,78,No Rain
12,75.8,Low
34,71.3,Low
15,78.1,High
16,87.1,Low
16,71.9,Low
18,59.2,Low
21,65.4,No Rain
27,91.8,Low
34,73,Low
24,89.5,Low
33,85.5,Low
25,77.5,Low
25,85.1,Low
14,78,Low
20,78.2,No Rain
15,74.2,No Rain
17,55.2,Low
14,54.6,No Rain
31,64.8,Low
33,80.2,Low
27,81.2,Low
32,88.5,Low
34,91,Low
27,94.3,No Rain
14,91.8,Low
29,73.6,No Rain
30,81.3,No Rain
33,90.3,No Rain
30,86,No Rain
25,81.3,No Rain
29,87.6,Low
24,88.2,Low
16,79.1,No Rain
